League,Year,Pos,Team
Brasileirão - Série B,1991.0,61,Vila Nova
Brasileirão - Série B,1991.0,62,Moto Club
Brasileirão - Série B,1991.0,63,São José-SP
Brasileirão - Série B,1991.0,64,América-PE
Brasileirão - Série B,1991.0,65,Rio Branco-AC
Brasileirão - Série B,1991.0,66,Blumenau
Brasileirão - Série B,1991.0,67,Rio Negro
Brasileirão - Série B,1991.0,68,Ubiratan
Brasileirão - Série B,1991.0,69,Independência
Brasileirão - Série B,1990.0,1,Sport
Brasileirão - Série B,1990.0,2,Atlético-PR
Brasileirão - Série B,1990.0,3,Guarani
Brasileirão - Série B,1990.0,4,Catuense
Brasileirão - Série B,1990.0,5,Operário-PR
Brasileirão - Série B,1990.0,6,Juventude
Brasileirão - Série B,1990.0,7,Criciúma
Brasileirão - Série B,1990.0,8,Moto Club
Brasileirão - Série B,1990.0,9,Juventus Mooca
Brasileirão - Série B,1990.0,10,Botafogo-SP
Brasileirão - Série B,1990.0,11,XV Piracicaba
Brasileirão - Série B,1990.0,12,Blumenau
Brasileirão - Série B,1990.0,13,Itaperuna
Brasileirão - Série B,1990.0,14,Ceará
Brasileirão - Série B,1990.0,15,Remo
Brasileirão - Série B,1990.0,16,Grêmio Maringa
Brasileirão - Série B,1990.0,17,Santa Cruz
Brasileirão - Série B,1990.0,18,Joinville
Brasileirão - Série B,1990.0,19,Rio Branco-AC
Brasileirão - Série B,1990.0,20,Central Caruaru
Brasileirão - Série B,1990.0,21,Anapolina
Brasileirão - Série B,1990.0,22,Coritiba
Brasileirão - Série B,1990.0,23,Americano
Brasileirão - Série B,1990.0,24,Treze
Brasileirão - Série B,1989.0,1,Bragantino
Brasileirão - Série B,1989.0,2,São José-SP
Brasileirão - Série B,1989.0,3,Remo
Brasileirão - Série B,1989.0,4,Catuense
Brasileirão - Série B,1989.0,5,Criciúma
Brasileirão - Série B,1989.0,6,Juventude
Brasileirão - Série B,1989.0,7,Itaperuna
Brasileirão - Série B,1989.0,8,Ceará
Brasileirão - Série B,1989.0,9,Central Caruaru
Brasileirão - Série B,1989.0,10,Joinville
Brasileirão - Série B,1989.0,11,Operário-PR
Brasileirão - Série B,1989.0,12,XV Piracicaba
Brasileirão - Série B,1989.0,13,Anapolina
Brasileirão - Série B,1989.0,14,Juventus Mooca
Brasileirão - Série B,1989.0,15,Treze
Brasileirão - Série B,1989.0,16,Rio Branco-AC
Brasileirão - Série B,1989.0,17,Grêmio Maringa
Brasileirão - Série B,1989.0,18,Blumenau
Brasileirão - Série B,1989.0,19,Santa Cruz
Brasileirão - Série B,1989.0,20,Moto Club
Brasileirão - Série B,1989.0,21,Americano
Brasileirão - Série B,1989.0,22,Rio Negro
Brasileirão - Série B,1989.0,23,América-RJ
Brasileirão - Série B,1989.0,24,ABC
Brasileirão - Série B,1989.0,25,Botafogo-SP
Brasileirão - Série B,1989.0,26,Catanduvense
Brasileirão - Série B,1989.0,27,Confiança
Brasileirão - Série B,1989.0,28,Fortaleza
Brasileirão - Série B,1989.0,29,Uniao São João
Brasileirão - Série B,1989.0,30,Londrina
Brasileirão - Série B,1989.0,31,Ceilândia
Brasileirão - Série B,1989.0,32,Figueirense
Brasileirão - Série B,1989.0,33,Brusque
Brasileirão - Série B,1989.0,34,Glória
Brasileirão - Série B,1989.0,35,Paysandu
Brasileirão - Série B,1989.0,36,CRB
Brasileirão - Série B,1989.0,37,Flamengo-PI
Brasileirão - Série B,1989.0,38,Rio Branco-MG
Brasileirão - Série B,1989.0,39,Fluminense de Feira
Brasileirão - Série B,1989.0,40,Nacional AM
Brasileirão - Série B,1989.0,41,América-RN
Brasileirão - Série B,1989.0,42,Cabofriense
Brasileirão - Série B,1989.0,43,Democrata SL
Brasileirão - Série B,1989.0,44,Rio Branco-ES
Brasileirão - Série B,1989.0,45,Operário-MS
Brasileirão - Série B,1989.0,46,Dom Bosco
Brasileirão - Série B,1989.0,47,Rio Branco-SP
Brasileirão - Série B,1989.0,48,Bangu
Brasileirão - Série B,1989.0,49,River-PI
Brasileirão - Série B,1989.0,50,Nacional PB
Brasileirão - Série B,1989.0,51,Noroeste
Brasileirão - Série B,1989.0,52,Foz do Iguaçu
Brasileirão - Série B,1989.0,53,Volta Redonda
Brasileirão - Série B,1989.0,54,Novo Hamburgo
Brasileirão - Série B,1989.0,55,Sobradinho
Brasileirão - Série B,1989.0,56,Vila Nova
Brasileirão - Série B,1989.0,57,Taguatinga
Brasileirão - Série B,1989.0,58,Leônico
Brasileirão - Série B,1989.0,59,Grêmio Novorizontino
Brasileirão - Série B,1989.0,60,Uberlândia
Brasileirão - Série B,1989.0,61,Santa Cruz-SP
Brasileirão - Série B,1989.0,62,Mogi Mirim
Brasileirão - Série B,1989.0,63,Goiatuba
Brasileirão - Série B,1989.0,64,Ferroviário
Brasileirão - Série B,1989.0,65,Vale Rio Doce
Brasileirão - Série B,1989.0,66,Atlético-GO
Brasileirão - Série B,1989.0,67,Goiânia
Brasileirão - Série B,1989.0,68,Mixto
Brasileirão - Série B,1989.0,69,Capelense
Brasileirão - Série B,1989.0,70,Caxias do Sul
Brasileirão - Série B,1989.0,71,Douradense
Brasileirão - Série B,1989.0,72,Ubiratan
Brasileirão - Série B,1989.0,73,Pelotas
Brasileirão - Série B,1989.0,74,Maranhão
Brasileirão - Série B,1989.0,75,América-SP
Brasileirão - Série B,1989.0,76,Sergipe
Brasileirão - Série B,1989.0,77,Marcílio Dias
Brasileirão - Série B,1989.0,78,Botafogo-SP
Brasileirão - Série B,1989.0,79,Princesa dos Solimões
Brasileirão - Série B,1989.0,80,CSA
Brasileirão - Série B,1989.0,81,Desportiva
Brasileirão - Série B,1989.0,82,América Teófilo Otoni
Brasileirão - Série B,1989.0,83,Tupi
Brasileirão - Série B,1989.0,84,Avaí
Brasileirão - Série B,1989.0,85,Esportivo
Brasileirão - Série B,1989.0,86,Sampaio Corrêa
Brasileirão - Série B,1989.0,87,Santo André
Brasileirão - Série B,1989.0,88,Ponte Preta
Brasileirão - Série B,1989.0,89,União-MT
Brasileirão - Série B,1989.0,90,Tuna Luso
Brasileirão - Série B,1989.0,91,Baraúnas
Brasileirão - Série B,1989.0,92,Pinheiros
Brasileirão - Série B,1989.0,93,4 de julho
Brasileirão - Série B,1989.0,94,Colatina
Brasileirão - Série B,1989.0,95,Lagarto
Brasileirão - Série B,1989.0,96,Esportivo
Brasileirão - Série B,1989.0,97,América-PE
Brasileirão - Série B,1988.0,1,Inter de Limeira
Brasileirão - Série B,1988.0,2,Naútico
Brasileirão - Série B,1988.0,3,Ponte Preta
Brasileirão - Série B,1988.0,4,Americano
Brasileirão - Série B,1988.0,5,Joinville
Brasileirão - Série B,1988.0,6,Caxias do Sul
Brasileirão - Série B,1987.0,1,Sport
Brasileirão - Série B,1987.0,2,Guarani
Brasileirão - Série B,1987.0,3,Atlético-PR
Brasileirão - Série B,1987.0,4,Bangu
Brasileirão - Série B,1987.0,5,Vitória
Brasileirão - Série B,1987.0,6,Criciúma
Brasileirão - Série B,1987.0,7,Portuguesa
Brasileirão - Série B,1987.0,8,Inter de Limeira
Brasileirão - Série B,1987.0,9,Treze
Brasileirão - Série B,1987.0,10,Rio Branco-ES
Brasileirão - Série B,1987.0,11,Atlético-GO
Brasileirão - Série B,1987.0,12,Ceará
Brasileirão - Série B,1987.0,13,Naútico
Brasileirão - Série B,1987.0,14,Joinville
Brasileirão - Série B,1987.0,15,CSA
Brasileirão - Série B,1987.0,16,América-RJ
Brasileirão - Série B,1985.0,1,Tuna Luso
Brasileirão - Série B,1985.0,2,Goytacaz
Brasileirão - Série B,1985.0,3,Figueirense
Brasileirão - Série B,1985.0,4,Operário-MS
Brasileirão - Série B,1985.0,5,Fortaleza
Brasileirão - Série B,1985.0,6,Catuense
Brasileirão - Série B,1985.0,7,Treze
Brasileirão - Série B,1985.0,8,Central Caruaru
Brasileirão - Série B,1985.0,9,Americano
Brasileirão - Série B,1985.0,10,Marília
Brasileirão - Série B,1985.0,11,Rio Negro
Brasileirão - Série B,1985.0,12,América-MG
Brasileirão - Série B,1985.0,13,Vitória-ES
Brasileirão - Série B,1985.0,14,América-SP
Brasileirão - Série B,1985.0,15,CRB
Brasileirão - Série B,1985.0,16,Novo Hamburgo
Brasileirão - Série B,1985.0,17,América-RN
Brasileirão - Série B,1985.0,18,Sobradinho
Brasileirão - Série B,1985.0,19,União Rondonópolis
Brasileirão - Série B,1985.0,20,Colorado
Brasileirão - Série B,1985.0,21,Moto Club
Brasileirão - Série B,1985.0,22,Goiânia
Brasileirão - Série B,1985.0,23,Confiança
Brasileirão - Série B,1985.0,24,River-PI
Brasileirão - Série B,1984.0,1,Uberlândia
Brasileirão - Série B,1984.0,2,Remo
Brasileirão - Série B,1984.0,3,Inter Santa Maria
Brasileirão - Série B,1984.0,4,Botafogo-PB
Brasileirão - Série B,1984.0,5,Itumbiara
Brasileirão - Série B,1984.0,6,Comercial
Brasileirão - Série B,1984.0,7,Central Caruaru
Brasileirão - Série B,1984.0,8,Itabuna
Brasileirão - Série B,1984.0,9,Paraná
Brasileirão - Série B,1984.0,10,Guarani
Brasileirão - Série B,1984.0,11,Desportiva
Brasileirão - Série B,1984.0,12,XV Piracicaba
Brasileirão - Série B,1984.0,13,Ceará
Brasileirão - Série B,1984.0,14,Sport
Brasileirão - Série B,1984.0,15,Maranhão
Brasileirão - Série B,1984.0,16,Volta Redonda
Brasileirão - Série B,1984.0,17,ASA
Brasileirão - Série B,1984.0,18,União Bandeirante
Brasileirão - Série B,1984.0,19,América-RN
Brasileirão - Série B,1984.0,20,Rio Negro
Brasileirão - Série B,1984.0,21,América-MG
Brasileirão - Série B,1984.0,22,Nacional GO
Brasileirão - Série B,1984.0,23,Icasa
Brasileirão - Série B,1984.0,24,Tiradentes
Brasileirão - Série B,1984.0,25,Alagoinhas
Brasileirão - Série B,1984.0,26,Goytacaz
Brasileirão - Série B,1984.0,27,Tiradentes DF
Brasileirão - Série B,1984.0,28,Novo Hamburgo
Brasileirão - Série B,1984.0,29,Campo Grande-RJ
Brasileirão - Série B,1984.0,30,União-MT
Brasileirão - Série B,1984.0,31,Avaí
Brasileirão - Série B,1983.0,1,Juventus Mooca
Brasileirão - Série B,1983.0,2,CSA
Brasileirão - Série B,1983.0,3,Joinville
Brasileirão - Série B,1983.0,4,Brasília
Brasileirão - Série B,1983.0,5,Central Caruaru
Brasileirão - Série B,1983.0,6,Londrina
Brasileirão - Série B,1983.0,7,Mixto
Brasileirão - Série B,1983.0,8,Galícia
Brasileirão - Série B,1983.0,9,Guarany de Sobral
Brasileirão - Série B,1983.0,10,Itumbiara
Brasileirão - Série B,1983.0,11,Ferroviário
Brasileirão - Série B,1983.0,12,Fortaleza
Brasileirão - Série B,1983.0,13,Treze
Brasileirão - Série B,1983.0,14,Paysandu
Brasileirão - Série B,1983.0,15,Rio Branco-ES
Brasileirão - Série B,1983.0,16,Moto Club
Brasileirão - Série B,1983.0,17,Guarani
Brasileirão - Série B,1983.0,18,Botafogo-SP
Brasileirão - Série B,1983.0,19,Uberaba
Brasileirão - Série B,1983.0,20,Americano
Brasileirão - Série B,1983.0,21,Santa Cruz
Brasileirão - Série B,1983.0,22,Bangu
Brasileirão - Série B,1983.0,23,Portuguesa
Brasileirão - Série B,1983.0,24,Maranhão
Brasileirão - Série B,1983.0,25,Operário-MS
Brasileirão - Série B,1983.0,26,Esportivo
Brasileirão - Série B,1983.0,27,Campinense
Brasileirão - Série B,1983.0,28,Atlético-GO
Brasileirão - Série B,1983.0,29,River-PI
Brasileirão - Série B,1983.0,30,Guará
Brasileirão - Série B,1983.0,31,Nacional AM
Brasileirão - Série B,1983.0,32,Coritiba
Brasileirão - Série B,1983.0,33,São Bento
Brasileirão - Série B,1983.0,34,Vitória
Brasileirão - Série B,1983.0,35,Novo Hamburgo
Brasileirão - Série B,1983.0,36,Itabaiana
Brasileirão - Série B,1983.0,37,Guarapari
Brasileirão - Série B,1983.0,38,Alecrim-RN
Brasileirão - Série B,1983.0,39,Grêmio Maringa
Brasileirão - Série B,1983.0,40,Fluminense de Feira
Brasileirão - Série B,1983.0,41,Ceará
Brasileirão - Série B,1983.0,42,Bonsucesso
Brasileirão - Série B,1983.0,43,Volta Redonda
Brasileirão - Série B,1983.0,44,América Teófilo Otoni
Brasileirão - Série B,1983.0,45,Remo
Brasileirão - Série B,1983.0,46,Operário-MT
Brasileirão - Série B,1983.0,47,Criciúma
Brasileirão - Série B,1983.0,48,CRB
Brasileirão - Série B,1982.0,1,Campo Grande-RJ
Brasileirão - Série B,1982.0,2,CSA
Brasileirão - Série B,1982.0,3,Uberaba
Brasileirão - Série B,1982.0,4,Joinville
Brasileirão - Série B,1982.0,5,Tiradentes
Brasileirão - Série B,1982.0,6,Mixto
Brasileirão - Série B,1982.0,7,River-PI
Brasileirão - Série B,1982.0,8,Itabaiana
Brasileirão - Série B,1982.0,9,Fortaleza
Brasileirão - Série B,1982.0,10,Ferroviário
Brasileirão - Série B,1982.0,11,Nacional AM
Brasileirão - Série B,1982.0,12,Desportiva
Brasileirão - Série B,1982.0,13,Goiás
Brasileirão - Série B,1982.0,14,Vitória
Brasileirão - Série B,1982.0,15,Taguatinga
Brasileirão - Série B,1982.0,16,América-RN
Brasileirão - Série B,1982.0,17,Corinthians
Brasileirão - Série B,1982.0,18,Atlético-PR
Brasileirão - Série B,1982.0,19,América-RJ
Brasileirão - Série B,1982.0,20,Vila Nova
Brasileirão - Série B,1982.0,21,Volta Redonda
Brasileirão - Série B,1982.0,22,Campinense
Brasileirão - Série B,1982.0,23,CRB
Brasileirão - Série B,1982.0,24,Remo
Brasileirão - Série B,1982.0,25,Catuense
Brasileirão - Série B,1982.0,26,Americano
Brasileirão - Série B,1982.0,27,Juventus Mooca
Brasileirão - Série B,1982.0,28,Sampaio Corrêa
Brasileirão - Série B,1982.0,29,Botafogo-SP
Brasileirão - Série B,1982.0,30,Portuguesa
Brasileirão - Série B,1982.0,31,Central Caruaru
Brasileirão - Série B,1982.0,32,Palmeiras
Brasileirão - Série B,1982.0,33,Novo Hamburgo
Brasileirão - Série B,1982.0,34,Colatina
Brasileirão - Série B,1982.0,35,Sergipe
Brasileirão - Série B,1982.0,36,Santa Cruz
Brasileirão - Série B,1982.0,37,Criciúma
Brasileirão - Série B,1982.0,38,Cascavel FC
Brasileirão - Série B,1982.0,39,Fast
Brasileirão - Série B,1982.0,40,Baraúnas
Brasileirão - Série B,1982.0,41,Leônico
Brasileirão - Série B,1982.0,42,Comercial-MS
Brasileirão - Série B,1982.0,43,Operário-MT
Brasileirão - Série B,1982.0,44,Grêmio Anápolis
Brasileirão - Série B,1982.0,45,Tiradentes-CE
Brasileirão - Série B,1982.0,46,América-MG
Brasileirão - Série B,1982.0,47,Guará
Brasileirão - Série B,1981.0,1,Guarani
Brasileirão - Série B,1981.0,2,Anapolina
Brasileirão - Série B,1981.0,3,Remo
Brasileirão - Série B,1981.0,4,Comercial-MS
Brasileirão - Série B,1981.0,5,Americano
Brasileirão - Série B,1981.0,6,Coritiba
Brasileirão - Série B,1981.0,7,Botafogo-PB
Brasileirão - Série B,1981.0,8,Tuna Luso
Brasileirão - Série B,1981.0,9,Bahia
Brasileirão - Série B,1981.0,10,Palmeiras
Brasileirão - Série B,1981.0,11,Naútico
Brasileirão - Série B,1981.0,12,Uberaba
Brasileirão - Série B,1981.0,13,São Bento
Brasileirão - Série B,1981.0,14,Ceará
Brasileirão - Série B,1981.0,15,América-PE
Brasileirão - Série B,1981.0,16,Juventus Mooca
Brasileirão - Série B,1981.0,17,Leônico
Brasileirão - Série B,1980.0,1,Londrina
Brasileirão - Série B,1980.0,2,CSA
Brasileirão - Série B,1980.0,3,Ferroviária
Brasileirão - Série B,1980.0,4,Botafogo-SP
Brasileirão - Série B,1980.0,5,Paysandu
Brasileirão - Série B,1980.0,6,Comercial
Brasileirão - Série B,1980.0,7,Uberaba
Brasileirão - Série B,1980.0,8,Juventus Mooca
Brasileirão - Série B,1980.0,9,Caxias do Sul
Brasileirão - Série B,1980.0,10,Grêmio Maringa
Brasileirão - Série B,1980.0,11,Fortaleza
Brasileirão - Série B,1980.0,12,Uberlândia
Brasileirão - Série B,1980.0,13,Anapolina
Brasileirão - Série B,1980.0,14,Itumbiara
Brasileirão - Série B,1980.0,15,ABC
Brasileirão - Série B,1980.0,16,Sampaio Corrêa
Brasileirão - Série B,1980.0,17,Tuna Luso
Brasileirão - Série C,2023.0,1,Amazonas
Brasileirão - Série C,2023.0,2,Brusque
Brasileirão - Série C,2023.0,3,Operário-PR
Brasileirão - Série C,2023.0,4,Paysandu
Brasileirão - Série C,2023.0,5,Volta Redonda
Brasileirão - Série C,2023.0,6,São José-RS
Brasileirão - Série C,2023.0,7,São Bernardo
Brasileirão - Série C,2023.0,8,Botafogo-PB
Brasileirão - Série C,2023.0,9,Confiança
Brasileirão - Série C,2023.0,10,Naútico
Brasileirão - Série C,2023.0,11,Remo
Brasileirão - Série C,2023.0,12,CSA
Brasileirão - Série C,2023.0,13,Ypiranga RS
Brasileirão - Série C,2023.0,14,Floresta
Brasileirão - Série C,2023.0,15,Aparecidense
Brasileirão - Série C,2023.0,16,Figueirense
Brasileirão - Série C,2023.0,17,Manaus
Brasileirão - Série C,2023.0,18,América-RN
Brasileirão - Série C,2023.0,19,Altos
Brasileirão - Série C,2023.0,20,Pouso Alegre
Brasileirão - Série C,2022.0,1,Mirassol
Brasileirão - Série C,2022.0,2,ABC
Brasileirão - Série C,2022.0,3,Botafogo-SP
Brasileirão - Série C,2022.0,4,Vitória
Brasileirão - Série C,2022.0,5,Figueirense
Brasileirão - Série C,2022.0,6,Paysandu
Brasileirão - Série C,2022.0,7,Volta Redonda
Brasileirão - Série C,2022.0,8,Aparecidense
Brasileirão - Série C,2022.0,9,Botafogo-PB
Brasileirão - Série C,2022.0,10,Ypiranga RS
Brasileirão - Série C,2022.0,11,São José-RS
Brasileirão - Série C,2022.0,12,Remo
Brasileirão - Série C,2022.0,13,Manaus
Brasileirão - Série C,2022.0,14,Confiança
Brasileirão - Série C,2022.0,15,Floresta
Brasileirão - Série C,2022.0,16,Altos
Brasileirão - Série C,2022.0,17,Atlético-CE
Brasileirão - Série C,2022.0,18,Brasil de Pelotas
Brasileirão - Série C,2022.0,19,Ferroviário
Brasileirão - Série C,2022.0,20,Campinense
Brasileirão - Série C,2021.0,1,Ituano
Brasileirão - Série C,2021.0,2,Tombense
Brasileirão - Série C,2021.0,3,Grêmio Novorizontino
Brasileirão - Série C,2021.0,4,Criciúma
Brasileirão - Série C,2021.0,5,Botafogo-PB
Brasileirão - Série C,2021.0,6,Manaus
Brasileirão - Série C,2021.0,7,Paysandu
Brasileirão - Série C,2021.0,8,Ypiranga RS
Brasileirão - Série C,2021.0,9,Figueirense
Brasileirão - Série C,2021.0,10,Volta Redonda
Brasileirão - Série C,2021.0,11,Ferroviário
Brasileirão - Série C,2021.0,12,São José-RS
Brasileirão - Série C,2021.0,13,Botafogo-SP
Brasileirão - Série C,2021.0,14,Altos
Brasileirão - Série C,2021.0,15,Floresta
Brasileirão - Série C,2021.0,16,Mirassol
Brasileirão - Série C,2021.0,17,Jacuipense
Brasileirão - Série C,2021.0,18,Paraná
Brasileirão - Série C,2021.0,19,Santa Cruz
Brasileirão - Série C,2021.0,20,Oeste
Brasileirão - Série C,2020.0,1,Vila Nova
Brasileirão - Série C,2020.0,2,Remo
Brasileirão - Série C,2020.0,3,Brusque
Brasileirão - Série C,2020.0,4,Londrina
Brasileirão - Série C,2020.0,5,Santa Cruz
Brasileirão - Série C,2020.0,6,Ypiranga RS
Brasileirão - Série C,2020.0,7,Ituano
Brasileirão - Série C,2020.0,8,Paysandu
Brasileirão - Série C,2020.0,9,Tombense
Brasileirão - Série C,2020.0,10,Manaus
Brasileirão - Série C,2020.0,11,Jacuipense
Brasileirão - Série C,2020.0,12,Ferroviário
Brasileirão - Série C,2020.0,13,Volta Redonda
Brasileirão - Série C,2020.0,14,São José-RS
Brasileirão - Série C,2020.0,15,Botafogo-PB
Brasileirão - Série C,2020.0,16,Criciúma
Brasileirão - Série C,2020.0,17,Treze
Brasileirão - Série C,2020.0,18,São Bento
Brasileirão - Série C,2020.0,19,Boa Esporte
Brasileirão - Série C,2020.0,20,Imperatriz
Brasileirão - Série C,2019.0,1,Naútico
Brasileirão - Série C,2019.0,2,Sampaio Corrêa
Brasileirão - Série C,2019.0,3,Juventude
Brasileirão - Série C,2019.0,4,Confiança
Brasileirão - Série C,2019.0,5,Paysandu
Brasileirão - Série C,2019.0,6,São José-RS
Brasileirão - Série C,2019.0,7,Imperatriz
Brasileirão - Série C,2019.0,8,Ypiranga RS
Brasileirão - Série C,2019.0,9,Remo
Brasileirão - Série C,2019.0,10,Ferroviário
Brasileirão - Série C,2019.0,11,Botafogo-PB
Brasileirão - Série C,2019.0,12,Volta Redonda
Brasileirão - Série C,2019.0,13,Santa Cruz
Brasileirão - Série C,2019.0,14,Tombense
Brasileirão - Série C,2019.0,15,Boa Esporte
Brasileirão - Série C,2019.0,16,Treze
Brasileirão - Série C,2019.0,17,ABC
Brasileirão - Série C,2019.0,18,Globo
Brasileirão - Série C,2019.0,19,Luverdense
Brasileirão - Série C,2019.0,20,Atlético Acreano
Brasileirão - Série C,2018.0,1,Operário-PR
Brasileirão - Série C,2018.0,2,Cuiabá
Brasileirão - Série C,2018.0,3,Bragantino
Brasileirão - Série C,2018.0,4,Botafogo-SP
Brasileirão - Série C,2018.0,5,Santa Cruz
Brasileirão - Série C,2018.0,6,Atlético Acreano
Brasileirão - Série C,2018.0,7,Naútico
Brasileirão - Série C,2018.0,8,Botafogo-PB
Brasileirão - Série C,2018.0,9,Luverdense
